Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2010-01-04,15.609804153442383,15.678545367104276,15.547291173733537,15.614785221986361,78169752
2010-01-05,15.54106330871582,15.636951722017164,15.480044272193602,15.620513626953805,120067812
2010-01-06,15.149293899536133,15.587638382126233,15.101972798128717,15.587638382126233,158988852
2010-01-07,14.796624183654785,15.192629557395431,14.76051143817071,15.17768540323104,256315428
2010-01-08,14.993880271911621,15.024513652181563,14.672343200887997,14.74432191587332,188783028
2010-01-11,14.971217155456543,15.054651955218802,14.795131439788745,15.054651955218802,288227484
2010-01-12,14.706466674804688,14.89774426759556,14.644699714848494,14.885041973004633,193937868
2010-01-13,14.622035026550293,14.654163298564356,14.293525580763735,14.358031747702928,259604136
2010-01-14,14.690775871276855,14.799116964638577,14.515438074040974,14.542585278543342,169434396
2010-01-15,14.445452690124512,14.78317731947402,14.3966357478208,14.777697004795476,217162620
2010-01-19,14.635234832763672,14.704971691979663,14.353050840248361,14.475339492221943,172495332
2010-01-20,14.45566177368164,14.594387561293683,14.328144338737296,14.594387561293683,129897972
2010-01-21,14.519671440124512,14.615310233793883,14.252430659457453,14.531128467221322,252055692
2010-01-22,13.698522567749023,14.21133535685338,13.321197124458369,14.059409914939225,271743984
2010-01-25,13.449213027954102,13.69528426006757,13.33738481575297,13.613342458148045,176619204
2010-01-26,13.509486198425293,13.688311123747177,13.356813782510224,13.398655519633328,174045780
2010-01-27,13.50151538848877,13.639743834567307,13.332403938355577,13.48084319510533,158417424
2010-01-28,13.307002067565918,13.623557172302066,13.215099064494455,13.56104323630939,129034836
2010-01-29,13.19865894317627,13.473869613453697,13.090816155822672,13.41160530994572,165454380
2010-02-01,13.275370597839355,13.344858787063743,13.207626921697447,13.314721801538791,89941968
2010-02-02,13.228048324584961,13.323687117132334,13.140628105185414,13.323687117132334,163684152
2010-02-03,13.469636917114258,13.50151651717889,13.156071608261314,13.167030339425606,119844036
2010-02-04,13.119956970214844,13.399400798344875,13.08957131333212,13.37449545578841,134972892
2010-02-05,13.232283592224121,13.287325922298832,13.012364843989355,13.16030486854593,126113760
2010-02-08,13.286576271057129,13.49902528651224,13.238259529271888,13.262417900164508,107664228
2010-02-09,13.36054801940918,13.48731944127123,13.326426560823917,13.43775648032926,112671216
2010-02-10,13.310986518859863,13.39417169576249,13.142621079972526,13.301521728927147,106873020
2010-02-11,13.359550476074219,13.461416547903438,13.18769982650144,13.282840317291928,96303600
